order_id,order_date,customer_id,product_id,quantity,unit_price,sales,profit,city,region,segment,source_file,source_system,ingestion_timestamp,ingestion_id
O000028,2026-03-04,C0143,P097,5,62464.02,312320.1,124265.55,Chennai,South,Home Office,orders.csv,RetailMart,2026-07-21T13:08:30,8a484951-b206-4e98-8cad-2b4e09f53801
O000029,2025-03-04,C0231,P087,1,541.1,541.1,235.95,Bengaluru,South,Home Office,orders.csv,RetailMart,2026-07-21T13:08:30,30c168c0-8d0d-4ca4-aa6b-4bd9e5d03bb8
O000030,2025-08-29,C0254,P074,6,70172.93,421037.58,155890.44,Bengaluru,South,Consumer,orders.csv,RetailMart,2026-07-21T13:08:30,95d12788-8cbd-4ae4-8d0c-866fb1dc2bb4
O000031,2025-12-24,C0325,P056,7,79160.58,554124.06,231442.05,Lucknow,North,Home Office,orders.csv,RetailMart,2026-07-21T13:08:30,e4972458-9284-45c8-9b15-f73f41bd98be
O000032,2026-06-23,C0209,P097,1,62464.02,62464.02,24853.11,Bengaluru,South,Home Office,orders.csv,RetailMart,2026-07-21T13:08:30,b8feff7c-8743-4ec3-aea9-b21eb7a88d31
O000033,2026-02-06,C0078,P029,6,32781.8,196690.8,54545.88,Hyderabad,South,Home Office,orders.csv,RetailMart,2026-07-21T13:08:30,eb5e29e5-a023-43e9-a946-a2e3cec0d242
O000034,2025-07-09,C0486,P075,5,39019.9,195099.5,64495.05,Kolkata,East,Consumer,orders.csv,RetailMart,2026-07-21T13:08:30,859a55ce-8c25-453b-8b02-767d74816cfd
O000035,2025-01-23,C0003,P013,3,57886.28,173658.84,59689.98,Lucknow,North,Consumer,orders.csv,RetailMart,2026-07-21T13:08:30,23fe62f7-56d8-4dbf-a141-92aa28d40c5a
O000036,2025-09-25,C0255,P078,7,84748.18,593237.26,126131.74,Pune,West,Consumer,orders.csv,RetailMart,2026-07-21T13:08:30,ddcbd02b-38aa-489c-9c1b-c50eb37331de
O000037,2025-09-12,C0438,P099,7,83318.99,583232.93,166153.26,Hyderabad,South,Corporate,orders.csv,RetailMart,2026-07-21T13:08:30,50f4b8af-6808-4cb7-bb44-8959428be1c8
O000038,2025-08-14,C0163,P098,2,23072.83,46145.66,11920.62,Kolkata,East,Corporate,orders.csv,RetailMart,2026-07-21T13:08:30,a46cf45f-77d4-4aa1-bc71-aa14db558c4a
O000039,2025-02-16,C0038,P080,5,9117.15,45585.75,8216.45,Bhopal,Central,Corporate,orders.csv,RetailMart,2026-07-21T13:08:30,a1b5e5de-7282-4695-8188-743729d867d6
O000040,2026-03-15,C0111,P056,4,79160.58,316642.32,132252.6,Lucknow,North,Home Office,orders.csv,RetailMart,2026-07-21T13:08:30,2c8efaf9-5ca9-4b0a-b547-c6432d331317
O000041,2026-03-26,C0134,P093,4,3489.65,13958.6,5520.88,Pune,West,Corporate,orders.csv,RetailMart,2026-07-21T13:08:30,6e2f1026-dd3a-415e-97cd-9cc87b3f08db
O000042,2025-07-23,C0120,P004,1,69423.02,69423.02,29267.0,Pune,West,Corporate,orders.csv,RetailMart,2026-07-21T13:08:30,12fa8923-d2e7-4b18-9878-467881959c9c
O000043,2025-03-01,C0477,P005,3,5732.18,17196.54,4978.44,Mumbai,West,Home Office,orders.csv,RetailMart,2026-07-21T13:08:30,759af073-df9f-48ca-b43f-2e3d7c6dbf54
O000044,2026-01-26,C0466,P068,6,32040.45,192242.7,35297.58,Ahmedabad,West,Corporate,orders.csv,RetailMart,2026-07-21T13:08:30,0085ed70-2cfc-4eb9-a65d-4e33a74ef838
O000045,2026-04-19,C0329,P078,1,84748.18,84748.18,18018.82,Delhi,North,Home Office,orders.csv,RetailMart,2026-07-21T13:08:30,f48a03f7-fca0-45d8-aa62-5bca9df0dd30
O000046,2026-03-15,C0370,P074,3,70172.93,210518.79,77945.22,Bhopal,Central,Consumer,orders.csv,RetailMart,2026-07-21T13:08:30,6a35227b-c853-4456-8b57-963aecf9cd64
O000047,2025-05-09,C0191,P005,7,5732.18,40125.26,11616.36,Ahmedabad,West,Corporate,orders.csv,RetailMart,2026-07-21T13:08:30,b01f8542-ee1d-4f93-b48a-66a9f8d2e305
O000048,2026-04-15,C0051,P063,2,13464.38,26928.76,11043.44,Lucknow,North,Corporate,orders.csv,RetailMart,2026-07-21T13:08:30,8b2c6ac5-020d-4026-9447-ba29c91627cd
O000049,2025-10-09,C0222,P001,7,55441.98,388093.86,83741.91000000003,Delhi,North,Home Office,orders.csv,RetailMart,2026-07-21T13:08:30,22882d90-0eb5-4b3a-8f30-7f4d8f86a190
O000050,2025-01-17,C0132,P068,4,32040.45,128161.8,23531.72,Lucknow,North,Home Office,orders.csv,RetailMart,2026-07-21T13:08:30,6b0b281d-b62d-438a-b05d-ff55cf96e607
O000051,2026-05-05,C0380,P041,5,62487.13,312435.65,123521.65,Kolkata,East,Home Office,orders.csv,RetailMart,2026-07-21T13:08:30,e24b5022-71e8-4cac-a2cf-a6d9f9351a78
O000052,2025-05-10,C0306,P068,2,32040.45,64080.9,11765.86,Jaipur,North,Consumer,orders.csv,RetailMart,2026-07-21T13:08:30,2655f5ed-bb0d-44b5-8f11-5e591e352141
O000053,2025-07-10,C0208,P086,4,55810.37,223241.48,98278.96,Delhi,North,Consumer,orders.csv,RetailMart,2026-07-21T13:08:30,732cf58b-35c4-45ff-9096-1c8f04f90372
O000054,2025-06-13,C0390,P086,7,55810.37,390672.59,171988.18,Ahmedabad,West,Corporate,orders.csv,RetailMart,2026-07-21T13:08:30,cf2ae2f1-b5a0-4838-bbcf-a5bb4887f28e
O000055,2025-08-06,C0355,P060,4,28412.52,113650.08,23575.68,Kolkata,East,Home Office,orders.csv,RetailMart,2026-07-21T13:08:30,02f821c8-213f-42b1-bb77-0fa3d5e98bf4
O000056,2026-04-30,C0058,P028,4,72905.03,291620.12,94789.44,Ahmedabad,West,Home Office,orders.csv,RetailMart,2026-07-21T13:08:30,5d7235ac-2e57-49db-bdd2-f05cebc1ec3a
O000057,2025-02-16,C0434,P019,5,4262.66,21313.3,7441.0,Bengaluru,South,Consumer,orders.csv,RetailMart,2026-07-21T13:08:30,0cf164f8-5a8f-48ba-b208-927b943b6c09
O000058,2026-01-28,C0338,P035,4,25290.75,101163.0,19606.24,Delhi,North,Consumer,orders.csv,RetailMart,2026-07-21T13:08:30,a5081d98-088b-416d-ab2f-eb473f0b8d37
O000059,2026-07-01,C0213,P081,4,56609.95,226439.8,62150.08,Lucknow,North,Corporate,orders.csv,RetailMart,2026-07-21T13:08:30,49f9566d-9676-425c-9107-6d7487a9c3d9
O000060,2025-08-12,C0320,P030,6,22708.06,136248.36,56170.08,Pune,West,Consumer,orders.csv,RetailMart,2026-07-21T13:08:30,b4a85c78-9a34-47c7-8a2f-e026e8df97ac
O000061,2025-11-11,C0268,P014,1,27083.8,27083.8,8498.3,Ahmedabad,West,Corporate,orders.csv,RetailMart,2026-07-21T13:08:30,6a4321bd-5be3-4da4-be3b-d96a5ac77327
O000062,2026-01-19,C0094,P100,6,4708.17,28249.02,8011.32,Bhopal,Central,Corporate,orders.csv,RetailMart,2026-07-21T13:08:30,7e1f1a9b-dbb0-443c-8081-cf90c295c234
O000063,2025-08-03,C0368,P060,1,28412.52,28412.52,5893.92,Pune,West,Home Office,orders.csv,RetailMart,2026-07-21T13:08:30,cc9e8d26-91d1-4901-8abc-8fe7a315b4dc
O000064,2025-09-29,C0248,P092,2,59364.42,118728.84,26565.02,Chennai,South,Corporate,orders.csv,RetailMart,2026-07-21T13:08:30,70c39e98-3334-4f58-b677-debcec34dc40
O000065,2025-07-19,C0173,P014,1,27083.8,27083.8,8498.3,Ahmedabad,West,Consumer,orders.csv,RetailMart,2026-07-21T13:08:30,31712129-1cf5-468d-abe8-3395ded34428
O000066,2025-04-21,C0042,P007,3,26433.62,79300.86,32604.9,Ahmedabad,West,Corporate,orders.csv,RetailMart,2026-07-21T13:08:30,99df937e-59c0-40e3-9d41-c22d867a3331
O000067,2025-09-05,C0278,P002,3,38624.92,115874.76,44389.68,Chennai,South,Home Office,orders.csv,RetailMart,2026-07-21T13:08:30,3931d759-2e51-4b2f-94df-13df3b7cc473
O000068,2025-07-07,C0482,P064,7,79575.94,557031.58,184804.06,Kolkata,East,Home Office,orders.csv,RetailMart,2026-07-21T13:08:30,7c09549b-32ac-4998-a7f1-5d0fdad09639
O000069,2026-06-09,C0225,P043,7,11298.17,79087.19,22470.07,Chennai,South,Home Office,orders.csv,RetailMart,2026-07-21T13:08:30,3e3de8ce-b334-4541-9345-859d096f9de0
O000070,2025-10-23,C0482,P076,4,25719.67,102878.68,20783.64,Kolkata,East,Home Office,orders.csv,RetailMart,2026-07-21T13:08:30,321243cf-33d5-416c-8a21-a793819ac575
O000071,2026-05-06,C0491,P029,3,32781.8,98345.4,27272.94,Bhopal,Central,Corporate,orders.csv,RetailMart,2026-07-21T13:08:30,f25b34f9-3b0c-4d75-80d7-c38ac9c9fd6f
O000072,2025-06-27,C0194,P024,4,83265.14,333060.56,77754.0,Kolkata,East,Consumer,orders.csv,RetailMart,2026-07-21T13:08:30,d4349b01-3be7-4008-a8a0-8c172b038246
O000073,2025-10-17,C0446,P091,3,78868.39,236605.17,57147.42,Ahmedabad,West,Consumer,orders.csv,RetailMart,2026-07-21T13:08:30,2c22c176-b1a0-46b6-abc2-440930b0bf31
O000074,2025-11-20,C0492,P075,2,39019.9,78039.8,25798.02,Chandigarh,North,Home Office,orders.csv,RetailMart,2026-07-21T13:08:30,7d14bbbf-9f80-4a6b-b4ab-e3e814c6c912
O000075,2025-06-13,C0310,P066,1,47040.17,47040.17,9278.31,Pune,West,Home Office,orders.csv,RetailMart,2026-07-21T13:08:30,d97852de-cb2b-46ad-a1c5-e4e182ae289c
O000076,2025-06-26,C0428,P025,3,66273.23,198819.69,54979.5,Bhopal,Central,Home Office,orders.csv,RetailMart,2026-07-21T13:08:30,f2231add-a458-4cbf-8681-90d2da5130f6
O000077,2026-04-24,C0089,P001,3,55441.98,166325.94,35889.390000000014,Bengaluru,South,Consumer,orders.csv,RetailMart,2026-07-21T13:08:30,ad72936d-a720-499d-bdfc-9f149ff055c3
O000078,2025-11-04,C0001,P029,1,32781.8,32781.8,9090.98,Bhopal,Central,Home Office,orders.csv,RetailMart,2026-07-21T13:08:30,bb41b6bd-8cac-46aa-910b-18d5cd36488a
O000079,2026-03-05,C0126,P080,5,9117.15,45585.75,8216.45,Bhopal,Central,Corporate,orders.csv,RetailMart,2026-07-21T13:08:30,4d13c50c-390b-42fb-a75b-d0365b728d26
O000080,2025-09-18,C0318,P044,7,8155.53,57088.71,14503.79,Ahmedabad,West,Consumer,orders.csv,RetailMart,2026-07-21T13:08:30,4740d8f5-fadb-4352-aaa0-f47ebb7510aa
O000081,2026-01-05,C0475,P100,5,4708.17,23540.85,6676.1,Lucknow,North,Consumer,orders.csv,RetailMart,2026-07-21T13:08:30,2104db24-6175-4a46-bdca-0153a839fb2d
O000082,2026-05-09,C0128,P082,5,7760.23,38801.15,8062.9,Bhopal,Central,Home Office,orders.csv,RetailMart,2026-07-21T13:08:30,83fa280b-8d4c-4ed1-bc0e-73bf04c8211c
O000083,2025-04-12,C0134,P079,4,24189.5,96758.0,21677.48,Pune,West,Corporate,orders.csv,RetailMart,2026-07-21T13:08:30,3fd545bf-03a8-4bb7-b45f-549e1ecf8fb9
O000084,2025-02-25,C0086,P057,3,10024.43,30073.29,12820.8,Chennai,South,Corporate,orders.csv,RetailMart,2026-07-21T13:08:30,80731efa-6d5c-4650-8985-688acc4f7f54
O000085,2026-06-07,C0214,P066,3,47040.17,141120.51,27834.93,Jaipur,North,Corporate,orders.csv,RetailMart,2026-07-21T13:08:30,5f75f9a5-515a-46c7-ab55-575a9f01cd53
O000086,2025-08-25,C0390,P052,7,48055.61,336389.27,99384.11,Ahmedabad,West,Corporate,orders.csv,RetailMart,2026-07-21T13:08:30,895794ff-0901-4263-91c3-00b8b69b0c4c
O000087,2026-06-09,C0070,P004,7,69423.02,485961.14,204869.0,Ahmedabad,West,Consumer,orders.csv,RetailMart,2026-07-21T13:08:30,cf39bcba-4e92-4200-a330-42195dc16531
O000088,2025-01-23,C0370,P011,3,4784.18,14352.54,5781.87,Bhopal,Central,Consumer,orders.csv,RetailMart,2026-07-21T13:08:30,d10892ec-2866-45a9-bf3e-c7734be667cf
O000089,2025-02-05,C0026,P025,5,66273.23,331366.15,91632.5,Hyderabad,South,Consumer,orders.csv,RetailMart,2026-07-21T13:08:30,cfe23958-8822-4c60-8ca5-66b7419fcd04
O000090,2025-10-10,C0493,P046,2,11748.68,23497.36,4490.4,Kolkata,East,Consumer,orders.csv,RetailMart,2026-07-21T13:08:30,89b2926b-cdb2-4b47-a10f-0d1af6f5730a
O000091,2025-01-28,C0396,P032,1,19829.84,19829.84,6955.75,Chennai,South,Corporate,orders.csv,RetailMart,2026-07-21T13:08:30,921f85be-bd05-4dd1-bd6a-009432530bfb
O000092,2025-07-30,C0426,P012,5,4613.19,23065.95,6698.15,Bhopal,Central,Consumer,orders.csv,RetailMart,2026-07-21T13:08:30,f29ff4d6-baac-4df2-bf7b-f6b11bae50db
O000093,2026-01-17,C0389,P007,7,26433.62,185035.34,76078.1,Chennai,South,Home Office,orders.csv,RetailMart,2026-07-21T13:08:30,4fac99dd-1b4b-4a09-9e91-c557a6661cf9
O000094,2025-06-15,C0225,P021,7,70857.3,496001.1,216241.76,Chennai,South,Home Office,orders.csv,RetailMart,2026-07-21T13:08:30,78c70230-c03a-4d86-b5cf-2d559cf3983d
O000095,2025-08-16,C0246,P040,2,53827.37,107654.74,40068.88,Hyderabad,South,Corporate,orders.csv,RetailMart,2026-07-21T13:08:30,07c294b8-ea6a-4a96-b5d1-9ba3f509442e
O000096,2025-03-03,C0076,P001,3,55441.98,166325.94,35889.390000000014,Bengaluru,South,Consumer,orders.csv,RetailMart,2026-07-21T13:08:30,9fd24a16-9541-4f04-8a02-dfad94b3e82b
O000097,2025-01-01,C0208,P087,2,541.1,1082.2,471.9,Delhi,North,Consumer,orders.csv,RetailMart,2026-07-21T13:08:30,da4fc228-82cf-45e2-b60b-fe076f57e1d5
O000098,2025-09-25,C0056,P051,2,52404.79,104809.58,42317.0,Jaipur,North,Consumer,orders.csv,RetailMart,2026-07-21T13:08:30,5656eb24-27e1-45be-b2e3-3cfa805b2730
O000099,2025-08-24,C0015,P034,3,32304.09,96912.27,25667.16,Chandigarh,North,Consumer,orders.csv,RetailMart,2026-07-21T13:08:30,aec10d79-ad85-4cbd-8756-4ed2d153219f
O000100,2026-04-06,C0276,P079,4,24189.5,96758.0,21677.48,Bhopal,Central,Corporate,orders.csv,RetailMart,2026-07-21T13:08:30,047afbbf-17d6-44d2-91a7-cd143e5ea1b4
O000101,2025-06-26,C0265,P027,2,45602.9,91205.8,28379.58,Pune,West,Home Office,orders.csv,RetailMart,2026-07-21T13:08:30,373fcd64-effe-4520-84e3-0adfe81499df
O000102,2025-09-20,C0299,P025,7,66273.23,463912.61,128285.5,Hyderabad,South,Consumer,orders.csv,RetailMart,2026-07-21T13:08:30,f9d56853-a508-4287-8873-75c85819e810
O000103,2025-05-05,C0432,P069,3,61032.2,183096.6,35370.12,Bhopal,Central,Corporate,orders.csv,RetailMart,2026-07-21T13:08:30,cfa1bd40-08d0-48f4-899f-780bc94504f0
O000104,2026-05-24,C0372,P034,2,32304.09,64608.18,17111.44,Jaipur,North,Home Office,orders.csv,RetailMart,2026-07-21T13:08:30,c9b360f3-c4e3-402a-84cc-5b94cc7327ec
O000105,2025-09-10,C0242,P005,4,5732.18,22928.72,6637.92,Jaipur,North,Home Office,orders.csv,RetailMart,2026-07-21T13:08:30,a28ee598-699e-4cae-96a3-92ae2ff2d1d6
O000106,2025-03-24,C0432,P072,2,50034.87,100069.74,26493.86,Bhopal,Central,Corporate,orders.csv,RetailMart,2026-07-21T13:08:30,e897cd19-2048-4a89-b0cb-949cdbaabacf
O000107,2025-03-17,C0302,P005,3,5732.18,17196.54,4978.44,Kolkata,East,Home Office,orders.csv,RetailMart,2026-07-21T13:08:30,c5cd7dae-8206-4079-b9eb-d9eee05ed9f7
O000108,2025-01-06,C0011,P092,1,59364.42,59364.42,13282.51,Delhi,North,Corporate,orders.csv,RetailMart,2026-07-21T13:08:30,b476ba08-b555-4e92-8db8-99ea61377f65
O000109,2025-01-18,C0467,P019,6,4262.66,25575.96,8929.2,Chennai,South,Corporate,orders.csv,RetailMart,2026-07-21T13:08:30,119c7069-8a6c-4381-89a1-76aa12a81fe1
O000110,2025-12-06,C0077,P012,5,4613.19,23065.95,6698.15,Chandigarh,North,Home Office,orders.csv,RetailMart,2026-07-21T13:08:30,e1d93bec-5aa5-4389-8747-d829bcf3d1b5
O000111,2025-11-08,C0238,P025,1,66273.23,66273.23,18326.5,Ahmedabad,West,Corporate,orders.csv,RetailMart,2026-07-21T13:08:30,7d60a8f2-97bc-4bd3-945b-60c98b14d04c
O000112,2026-04-10,C0116,P060,5,28412.52,142062.6,29469.6,Jaipur,North,Corporate,orders.csv,RetailMart,2026-07-21T13:08:30,310ae50d-3326-40ce-8c4c-5905ece5b94e
O000113,2026-04-12,C0247,P001,2,55441.98,110883.96,23926.26000000001,Chennai,South,Home Office,orders.csv,RetailMart,2026-07-21T13:08:30,b5da33f8-5ac0-4b3a-9dcd-8ee4ddf4e4ea
O000114,2025-03-31,C0267,P062,4,31007.19,124028.76,45283.04,Ahmedabad,West,Corporate,orders.csv,RetailMart,2026-07-21T13:08:30,79a672a3-7ad7-41bc-a8ab-4da0d821d54f
O000115,2026-04-13,C0449,P078,7,84748.18,593237.26,126131.74,Delhi,North,Corporate,orders.csv,RetailMart,2026-07-21T13:08:30,cce1ace4-3c7b-40d6-aae1-e38eea8f4e36
O000116,2026-05-18,C0146,P026,2,66232.37,132464.74,54796.8,Jaipur,North,Consumer,orders.csv,RetailMart,2026-07-21T13:08:30,2e0d053f-592e-41cf-93dd-0263905843a4
O000117,2025-11-27,C0279,P046,7,11748.68,82240.76,15716.4,Ahmedabad,West,Home Office,orders.csv,RetailMart,2026-07-21T13:08:30,dc68dbe0-c947-48c7-991a-d27f12a69876
O000118,2025-07-17,C0455,P099,1,83318.99,83318.99,23736.18,Hyderabad,South,Corporate,orders.csv,RetailMart,2026-07-21T13:08:30,bd8598d2-a6fa-4378-8af2-2dddf765346e
O000119,2025-06-24,C0368,P082,2,7760.23,15520.46,3225.16,Pune,West,Home Office,orders.csv,RetailMart,2026-07-21T13:08:30,0617fdc6-ae26-4c99-8491-02cb6396fa3d
O000120,2025-11-25,C0275,P080,1,9117.15,9117.15,1643.29,Kolkata,East,Corporate,orders.csv,RetailMart,2026-07-21T13:08:30,02055e3c-3ac1-451e-a6fe-abec6fdde28e
O000121,2025-08-15,C0149,P022,4,78617.57,314470.28,133096.24,Kolkata,East,Home Office,orders.csv,RetailMart,2026-07-21T13:08:30,423384e5-ed3b-4ba0-91dc-7759a4719c69
O000122,2025-02-12,C0318,P032,6,19829.84,118979.04,41734.5,Ahmedabad,West,Consumer,orders.csv,RetailMart,2026-07-21T13:08:30,fb1a567e-176f-4a43-85ac-db72bb5fa6cc
O000123,2025-07-09,C0431,P003,6,20177.37,121064.22,30093.66,Lucknow,North,Home Office,orders.csv,RetailMart,2026-07-21T13:08:30,2c8f55a8-26ce-40a4-adae-34d641a95f5d
O000124,2025-04-01,C0192,P002,5,38624.92,193124.6,73982.8,Lucknow,North,Consumer,orders.csv,RetailMart,2026-07-21T13:08:30,739896f3-bb97-4f58-b4ef-e3db1f801a2e
O000125,2026-01-23,C0330,P073,6,1124.74,6748.44,2209.02,Hyderabad,South,Corporate,orders.csv,RetailMart,2026-07-21T13:08:30,71ede959-0d24-4deb-9c9a-79fa25a1f0b5
O000126,2025-06-23,C0151,P074,6,70172.93,421037.58,155890.44,Pune,West,Home Office,orders.csv,RetailMart,2026-07-21T13:08:30,b46f3d72-e41c-4850-956f-05e51a33e82c
O000127,2025-11-21,C0063,P090,2,4940.14,9880.28,2309.42,Chennai,South,Home Office,orders.csv,RetailMart,2026-07-21T13:08:30,5f9f9d07-7001-416e-b7bc-8575b8f15641
O000128,2025-03-20,C0119,P013,6,57886.28,347317.68,119379.96,Ahmedabad,West,Consumer,orders.csv,RetailMart,2026-07-21T13:08:30,acc6a4fe-8f7f-4149-b075-e7f0b1eef941
O000129,2025-04-05,C0336,P070,1,10141.2,10141.2,2234.67,Mumbai,West,Consumer,orders.csv,RetailMart,2026-07-21T13:08:30,41a46164-95e1-43fe-b74d-ca90a873000b
O000130,2026-06-27,C0398,P051,1,52404.79,52404.79,21158.5,Chennai,South,Consumer,orders.csv,RetailMart,2026-07-21T13:08:30,00f63f49-e7f0-4ebe-a790-e7ac2647b449
O000131,2025-01-10,C0133,P001,7,55441.98,388093.86,83741.91000000003,Pune,West,Consumer,orders.csv,RetailMart,2026-07-21T13:08:30,af26a689-e989-4eff-bb35-944a3ecd9ef8
O000132,2025-11-16,C0277,P100,5,4708.17,23540.85,6676.1,Pune,West,Home Office,orders.csv,RetailMart,2026-07-21T13:08:30,5fa481c3-942a-4ad5-9edf-b7ac3cb93ecb
O000133,2026-05-06,C0195,P013,5,57886.28,289431.4,99483.3,Kolkata,East,Corporate,orders.csv,RetailMart,2026-07-21T13:08:30,08e8512d-09bc-46c7-8bfb-063ca4644533
O000134,2025-10-21,C0046,P089,3,20337.91,61013.73,13463.28,Jaipur,North,Consumer,orders.csv,RetailMart,2026-07-21T13:08:30,2a643933-4227-4e4c-b7ae-162ed745154d
O000135,2025-05-30,C0083,P063,2,13464.38,26928.76,11043.44,Jaipur,North,Home Office,orders.csv,RetailMart,2026-07-21T13:08:30,985b341b-109f-4157-ae9e-5ead61d71900
O000136,2025-11-22,C0361,P006,4,12493.03,49972.12,11360.68,Jaipur,North,Corporate,orders.csv,RetailMart,2026-07-21T13:08:30,bcd56736-8785-4339-8b1b-361f2c394f64
O000137,2025-12-30,C0067,P030,3,22708.06,68124.18,28085.04,Mumbai,West,Corporate,orders.csv,RetailMart,2026-07-21T13:08:30,15938dc6-c93d-49ea-bb12-992d00eca8f7
