order_id,order_date,customer_id,product_id,quantity,unit_price,sales,profit,city,region,segment,processing_timestamp
O000056,2026-04-30,C0058,P028,4,72905.03,291620.12,94789.44,Ahmedabad,West,Home Office,2026-07-21T13:08:31
O000057,2025-02-16,C0434,P019,5,4262.66,21313.3,7441.0,Bengaluru,South,Consumer,2026-07-21T13:08:31
O000058,2026-01-28,C0338,P035,4,25290.75,101163.0,19606.24,Delhi,North,Consumer,2026-07-21T13:08:31
O000059,2026-07-01,C0213,P081,4,56609.95,226439.8,62150.08,Lucknow,North,Corporate,2026-07-21T13:08:31
O000060,2025-08-12,C0320,P030,6,22708.06,136248.36,56170.08,Pune,West,Consumer,2026-07-21T13:08:31
O000061,2025-11-11,C0268,P014,1,27083.8,27083.8,8498.3,Ahmedabad,West,Corporate,2026-07-21T13:08:31
O000062,2026-01-19,C0094,P100,6,4708.17,28249.02,8011.32,Bhopal,Central,Corporate,2026-07-21T13:08:31
O000063,2025-08-03,C0368,P060,1,28412.52,28412.52,5893.92,Pune,West,Home Office,2026-07-21T13:08:31
O000064,2025-09-29,C0248,P092,2,59364.42,118728.84,26565.02,Chennai,South,Corporate,2026-07-21T13:08:31
O000065,2025-07-19,C0173,P014,1,27083.8,27083.8,8498.3,Ahmedabad,West,Consumer,2026-07-21T13:08:31
O000066,2025-04-21,C0042,P007,3,26433.62,79300.86,32604.9,Ahmedabad,West,Corporate,2026-07-21T13:08:31
O000067,2025-09-05,C0278,P002,3,38624.92,115874.76,44389.68,Chennai,South,Home Office,2026-07-21T13:08:31
O000068,2025-07-07,C0482,P064,7,79575.94,557031.58,184804.06,Kolkata,East,Home Office,2026-07-21T13:08:31
O000069,2026-06-09,C0225,P043,7,11298.17,79087.19,22470.07,Chennai,South,Home Office,2026-07-21T13:08:31
O000070,2025-10-23,C0482,P076,4,25719.67,102878.68,20783.64,Kolkata,East,Home Office,2026-07-21T13:08:31
O000071,2026-05-06,C0491,P029,3,32781.8,98345.4,27272.94,Bhopal,Central,Corporate,2026-07-21T13:08:31
O000072,2025-06-27,C0194,P024,4,83265.14,333060.56,77754.0,Kolkata,East,Consumer,2026-07-21T13:08:31
O000073,2025-10-17,C0446,P091,3,78868.39,236605.17,57147.42,Ahmedabad,West,Consumer,2026-07-21T13:08:31
O000074,2025-11-20,C0492,P075,2,39019.9,78039.8,25798.02,Chandigarh,North,Home Office,2026-07-21T13:08:31
O000075,2025-06-13,C0310,P066,1,47040.17,47040.17,9278.31,Pune,West,Home Office,2026-07-21T13:08:31
O000076,2025-06-26,C0428,P025,3,66273.23,198819.69,54979.5,Bhopal,Central,Home Office,2026-07-21T13:08:31
O000077,2026-04-24,C0089,P001,3,55441.98,166325.94,35889.390000000014,Bengaluru,South,Consumer,2026-07-21T13:08:31
O000078,2025-11-04,C0001,P029,1,32781.8,32781.8,9090.98,Bhopal,Central,Home Office,2026-07-21T13:08:31
O000079,2026-03-05,C0126,P080,5,9117.15,45585.75,8216.45,Bhopal,Central,Corporate,2026-07-21T13:08:31
O000080,2025-09-18,C0318,P044,7,8155.53,57088.71,14503.79,Ahmedabad,West,Consumer,2026-07-21T13:08:31
O000081,2026-01-05,C0475,P100,5,4708.17,23540.85,6676.1,Lucknow,North,Consumer,2026-07-21T13:08:31
O000082,2026-05-09,C0128,P082,5,7760.23,38801.15,8062.9,Bhopal,Central,Home Office,2026-07-21T13:08:31
O000083,2025-04-12,C0134,P079,4,24189.5,96758.0,21677.48,Pune,West,Corporate,2026-07-21T13:08:31
O000084,2025-02-25,C0086,P057,3,10024.43,30073.29,12820.8,Chennai,South,Corporate,2026-07-21T13:08:31
O000085,2026-06-07,C0214,P066,3,47040.17,141120.51,27834.93,Jaipur,North,Corporate,2026-07-21T13:08:31
O000086,2025-08-25,C0390,P052,7,48055.61,336389.27,99384.11,Ahmedabad,West,Corporate,2026-07-21T13:08:31
O000087,2026-06-09,C0070,P004,7,69423.02,485961.14,204869.0,Ahmedabad,West,Consumer,2026-07-21T13:08:31
O000088,2025-01-23,C0370,P011,3,4784.18,14352.54,5781.87,Bhopal,Central,Consumer,2026-07-21T13:08:31
O000089,2025-02-05,C0026,P025,5,66273.23,331366.15,91632.5,Hyderabad,South,Consumer,2026-07-21T13:08:31
O000090,2025-10-10,C0493,P046,2,11748.68,23497.36,4490.4,Kolkata,East,Consumer,2026-07-21T13:08:31
O000091,2025-01-28,C0396,P032,1,19829.84,19829.84,6955.75,Chennai,South,Corporate,2026-07-21T13:08:31
O000092,2025-07-30,C0426,P012,5,4613.19,23065.95,6698.15,Bhopal,Central,Consumer,2026-07-21T13:08:31
O000093,2026-01-17,C0389,P007,7,26433.62,185035.34,76078.1,Chennai,South,Home Office,2026-07-21T13:08:31
O000094,2025-06-15,C0225,P021,7,70857.3,496001.1,216241.76,Chennai,South,Home Office,2026-07-21T13:08:31
O000095,2025-08-16,C0246,P040,2,53827.37,107654.74,40068.88,Hyderabad,South,Corporate,2026-07-21T13:08:31
O000096,2025-03-03,C0076,P001,3,55441.98,166325.94,35889.390000000014,Bengaluru,South,Consumer,2026-07-21T13:08:31
O000097,2025-01-01,C0208,P087,2,541.1,1082.2,471.9,Delhi,North,Consumer,2026-07-21T13:08:31
O000098,2025-09-25,C0056,P051,2,52404.79,104809.58,42317.0,Jaipur,North,Consumer,2026-07-21T13:08:31
O000099,2025-08-24,C0015,P034,3,32304.09,96912.27,25667.16,Chandigarh,North,Consumer,2026-07-21T13:08:31
O000100,2026-04-06,C0276,P079,4,24189.5,96758.0,21677.48,Bhopal,Central,Corporate,2026-07-21T13:08:31
O000101,2025-06-26,C0265,P027,2,45602.9,91205.8,28379.58,Pune,West,Home Office,2026-07-21T13:08:31
O000102,2025-09-20,C0299,P025,7,66273.23,463912.61,128285.5,Hyderabad,South,Consumer,2026-07-21T13:08:31
O000103,2025-05-05,C0432,P069,3,61032.2,183096.6,35370.12,Bhopal,Central,Corporate,2026-07-21T13:08:31
O000104,2026-05-24,C0372,P034,2,32304.09,64608.18,17111.44,Jaipur,North,Home Office,2026-07-21T13:08:31
O000105,2025-09-10,C0242,P005,4,5732.18,22928.72,6637.92,Jaipur,North,Home Office,2026-07-21T13:08:31
O000106,2025-03-24,C0432,P072,2,50034.87,100069.74,26493.86,Bhopal,Central,Corporate,2026-07-21T13:08:31
O000107,2025-03-17,C0302,P005,3,5732.18,17196.54,4978.44,Kolkata,East,Home Office,2026-07-21T13:08:31
O000108,2025-01-06,C0011,P092,1,59364.42,59364.42,13282.51,Delhi,North,Corporate,2026-07-21T13:08:31
O000109,2025-01-18,C0467,P019,6,4262.66,25575.96,8929.2,Chennai,South,Corporate,2026-07-21T13:08:31
O000110,2025-12-06,C0077,P012,5,4613.19,23065.95,6698.15,Chandigarh,North,Home Office,2026-07-21T13:08:31
O000111,2025-11-08,C0238,P025,1,66273.23,66273.23,18326.5,Ahmedabad,West,Corporate,2026-07-21T13:08:31
O000112,2026-04-10,C0116,P060,5,28412.52,142062.6,29469.6,Jaipur,North,Corporate,2026-07-21T13:08:31
O000113,2026-04-12,C0247,P001,2,55441.98,110883.96,23926.26000000001,Chennai,South,Home Office,2026-07-21T13:08:31
O000114,2025-03-31,C0267,P062,4,31007.19,124028.76,45283.04,Ahmedabad,West,Corporate,2026-07-21T13:08:31
O000115,2026-04-13,C0449,P078,7,84748.18,593237.26,126131.74,Delhi,North,Corporate,2026-07-21T13:08:31
O000116,2026-05-18,C0146,P026,2,66232.37,132464.74,54796.8,Jaipur,North,Consumer,2026-07-21T13:08:31
O000117,2025-11-27,C0279,P046,7,11748.68,82240.76,15716.4,Ahmedabad,West,Home Office,2026-07-21T13:08:31
O000118,2025-07-17,C0455,P099,1,83318.99,83318.99,23736.18,Hyderabad,South,Corporate,2026-07-21T13:08:31
O000119,2025-06-24,C0368,P082,2,7760.23,15520.46,3225.16,Pune,West,Home Office,2026-07-21T13:08:31
O000120,2025-11-25,C0275,P080,1,9117.15,9117.15,1643.29,Kolkata,East,Corporate,2026-07-21T13:08:31
O000121,2025-08-15,C0149,P022,4,78617.57,314470.28,133096.24,Kolkata,East,Home Office,2026-07-21T13:08:31
O000122,2025-02-12,C0318,P032,6,19829.84,118979.04,41734.5,Ahmedabad,West,Consumer,2026-07-21T13:08:31
O000123,2025-07-09,C0431,P003,6,20177.37,121064.22,30093.66,Lucknow,North,Home Office,2026-07-21T13:08:31
O000124,2025-04-01,C0192,P002,5,38624.92,193124.6,73982.8,Lucknow,North,Consumer,2026-07-21T13:08:31
O000125,2026-01-23,C0330,P073,6,1124.74,6748.44,2209.02,Hyderabad,South,Corporate,2026-07-21T13:08:31
O000126,2025-06-23,C0151,P074,6,70172.93,421037.58,155890.44,Pune,West,Home Office,2026-07-21T13:08:31
O000127,2025-11-21,C0063,P090,2,4940.14,9880.28,2309.42,Chennai,South,Home Office,2026-07-21T13:08:31
O000128,2025-03-20,C0119,P013,6,57886.28,347317.68,119379.96,Ahmedabad,West,Consumer,2026-07-21T13:08:31
O000129,2025-04-05,C0336,P070,1,10141.2,10141.2,2234.67,Mumbai,West,Consumer,2026-07-21T13:08:31
O000130,2026-06-27,C0398,P051,1,52404.79,52404.79,21158.5,Chennai,South,Consumer,2026-07-21T13:08:31
O000131,2025-01-10,C0133,P001,7,55441.98,388093.86,83741.91000000003,Pune,West,Consumer,2026-07-21T13:08:31
O000132,2025-11-16,C0277,P100,5,4708.17,23540.85,6676.1,Pune,West,Home Office,2026-07-21T13:08:31
O000133,2026-05-06,C0195,P013,5,57886.28,289431.4,99483.3,Kolkata,East,Corporate,2026-07-21T13:08:31
O000134,2025-10-21,C0046,P089,3,20337.91,61013.73,13463.28,Jaipur,North,Consumer,2026-07-21T13:08:31
O000135,2025-05-30,C0083,P063,2,13464.38,26928.76,11043.44,Jaipur,North,Home Office,2026-07-21T13:08:31
O000136,2025-11-22,C0361,P006,4,12493.03,49972.12,11360.68,Jaipur,North,Corporate,2026-07-21T13:08:31
O000137,2025-12-30,C0067,P030,3,22708.06,68124.18,28085.04,Mumbai,West,Corporate,2026-07-21T13:08:31
O000138,2025-01-10,C0489,P084,2,12225.42,24450.84,5874.86,Chennai,South,Corporate,2026-07-21T13:08:31
O000139,2025-05-07,C0026,P060,2,28412.52,56825.04,11787.84,Hyderabad,South,Consumer,2026-07-21T13:08:31
O000140,2025-05-19,C0424,P088,6,51535.17,309211.02,72231.66,Hyderabad,South,Home Office,2026-07-21T13:08:31
O000141,2025-10-30,C0310,P062,2,31007.19,62014.38,22641.52,Pune,West,Home Office,2026-07-21T13:08:31
O000142,2026-01-06,C0263,P040,6,53827.37,322964.22,120206.64,Chandigarh,North,Consumer,2026-07-21T13:08:31
O000143,2025-11-07,C0267,P073,6,1124.74,6748.44,2209.02,Ahmedabad,West,Corporate,2026-07-21T13:08:31
O000144,2026-06-22,C0134,P076,6,25719.67,154318.02,31175.46,Pune,West,Corporate,2026-07-21T13:08:31
O000145,2025-10-09,C0075,P042,7,59082.26,413575.82,89996.55,Lucknow,North,Consumer,2026-07-21T13:08:31
O000146,2026-03-12,C0472,P002,1,38624.92,38624.92,14796.56,Kolkata,East,Corporate,2026-07-21T13:08:31
O000147,2025-08-12,C0180,P053,3,39651.46,118954.38,36743.76,Delhi,North,Home Office,2026-07-21T13:08:31
O000148,2026-05-02,C0470,P010,6,9887.42,59324.52,26357.28,Delhi,North,Home Office,2026-07-21T13:08:31
O000149,2026-01-09,C0329,P040,2,53827.37,107654.74,40068.88,Delhi,North,Home Office,2026-07-21T13:08:31
O000150,2026-06-10,C0235,P015,3,74385.42,223156.26,49137.78,Mumbai,West,Consumer,2026-07-21T13:08:31
O000151,2025-04-20,C0133,P018,5,48589.08,242945.4,82020.6,Pune,West,Consumer,2026-07-21T13:08:31
O000152,2026-05-15,C0460,P086,7,55810.37,390672.59,171988.18,Bengaluru,South,Home Office,2026-07-21T13:08:31
O000153,2025-09-14,C0122,P022,3,78617.57,235852.71,99822.18,Hyderabad,South,Home Office,2026-07-21T13:08:31
O000154,2026-04-26,C0440,P074,5,70172.93,350864.65,129908.7,Chandigarh,North,Consumer,2026-07-21T13:08:31
O000155,2025-10-10,C0323,P038,3,72139.76,216419.28,59255.91,Mumbai,West,Corporate,2026-07-21T13:08:31
O000156,2026-02-04,C0045,P075,5,39019.9,195099.5,64495.05,Delhi,North,Consumer,2026-07-21T13:08:31
O000157,2025-11-08,C0267,P079,7,24189.5,169326.5,37935.59,Ahmedabad,West,Corporate,2026-07-21T13:08:31
O000158,2026-05-10,C0223,P011,6,4784.18,28705.08,11563.74,Chandigarh,North,Corporate,2026-07-21T13:08:31
O000159,2026-03-13,C0350,P087,7,541.1,3787.7,1651.65,Pune,West,Corporate,2026-07-21T13:08:31
O000160,2025-04-22,C0252,P010,1,9887.42,9887.42,4392.88,Jaipur,North,Corporate,2026-07-21T13:08:31
O000161,2025-01-13,C0216,P075,4,39019.9,156079.6,51596.04,Jaipur,North,Corporate,2026-07-21T13:08:31
O000162,2025-07-26,C0106,P098,7,23072.83,161509.81,41722.17,Mumbai,West,Corporate,2026-07-21T13:08:31
O000163,2026-05-01,C0403,P072,7,50034.87,350244.09,92728.51,Mumbai,West,Consumer,2026-07-21T13:08:31
O000164,2025-06-24,C0315,P040,5,53827.37,269136.85,100172.2,Hyderabad,South,Corporate,2026-07-21T13:08:31
O000165,2025-11-14,C0175,P061,4,64834.23,259336.92,97758.48,Bengaluru,South,Home Office,2026-07-21T13:08:31
O000166,2025-11-26,C0193,P041,1,62487.13,62487.13,24704.33,Delhi,North,Consumer,2026-07-21T13:08:31
O000167,2025-09-13,C0288,P094,4,10688.52,42754.08,13415.24,Ahmedabad,West,Home Office,2026-07-21T13:08:31
O000168,2025-07-26,C0034,P020,3,44557.1,133671.3,56482.62,Mumbai,West,Home Office,2026-07-21T13:08:31
O000169,2025-03-13,C0182,P040,6,53827.37,322964.22,120206.64,Bengaluru,South,Home Office,2026-07-21T13:08:31
O000170,2026-01-10,C0167,P017,3,20184.37,60553.11,23171.58,Chandigarh,North,Home Office,2026-07-21T13:08:31
O000171,2026-06-07,C0024,P034,1,32304.09,32304.09,8555.72,Lucknow,North,Home Office,2026-07-21T13:08:31
O000172,2025-02-24,C0364,P025,2,66273.23,132546.46,36653.0,Chandigarh,North,Consumer,2026-07-21T13:08:31
O000173,2026-04-27,C0237,P076,5,25719.67,128598.35,25979.55,Kolkata,East,Corporate,2026-07-21T13:08:31
O000174,2025-04-21,C0172,P028,4,72905.03,291620.12,94789.44,Delhi,North,Home Office,2026-07-21T13:08:31
O000175,2025-10-13,C0488,P019,4,4262.66,17050.64,5952.8,Pune,West,Consumer,2026-07-21T13:08:31
O000176,2025-05-22,C0029,P047,4,68091.08,272364.32,78905.52,Pune,West,Home Office,2026-07-21T13:08:31
O000177,2025-09-21,C0064,P005,1,5732.18,5732.18,1659.48,Bhopal,Central,Corporate,2026-07-21T13:08:31
O000178,2025-12-23,C0045,P096,2,72358.05,144716.1,59057.56,Delhi,North,Consumer,2026-07-21T13:08:31
O000179,2025-03-02,C0337,P050,7,50189.25,351324.75,149079.98,Mumbai,West,Consumer,2026-07-21T13:08:31
O000180,2025-06-11,C0118,P026,1,66232.37,66232.37,27398.4,Bhopal,Central,Home Office,2026-07-21T13:08:31
O000181,2026-04-25,C0157,P077,3,66427.49,199282.47,83726.76,Chennai,South,Home Office,2026-07-21T13:08:31
O000182,2026-06-23,C0387,P091,1,78868.39,78868.39,19049.14,Pune,West,Consumer,2026-07-21T13:08:31
O000183,2026-06-06,C0307,P099,3,83318.99,249956.97,71208.54,Pune,West,Consumer,2026-07-21T13:08:31
O000184,2025-03-17,C0295,P008,3,78288.81,234866.43,95192.88,Kolkata,East,Corporate,2026-07-21T13:08:31
O000185,2025-10-30,C0471,P031,2,40661.34,81322.68,27441.52,Ahmedabad,West,Corporate,2026-07-21T13:08:31
O000186,2026-04-08,C0213,P010,6,9887.42,59324.52,26357.28,Lucknow,North,Corporate,2026-07-21T13:08:31
O000187,2025-10-24,C0372,P062,3,31007.19,93021.57,33962.28,Jaipur,North,Home Office,2026-07-21T13:08:31
O000188,2025-05-19,C0261,P017,1,20184.37,20184.37,7723.86,Kolkata,East,Corporate,2026-07-21T13:08:31
O000189,2026-04-12,C0228,P017,1,20184.37,20184.37,7723.86,Bengaluru,South,Consumer,2026-07-21T13:08:31
O000190,2026-02-07,C0188,P059,4,65835.37,263341.48,70777.64,Delhi,North,Home Office,2026-07-21T13:08:31
O000191,2025-07-23,C0370,P030,6,22708.06,136248.36,56170.08,Bhopal,Central,Consumer,2026-07-21T13:08:31
O000192,2026-02-20,C0418,P041,1,62487.13,62487.13,24704.33,Kolkata,East,Home Office,2026-07-21T13:08:31
O000193,2025-04-24,C0016,P078,1,84748.18,84748.18,18018.82,Lucknow,North,Home Office,2026-07-21T13:08:31
O000194,2025-03-07,C0302,P095,3,63361.38,190084.14,53203.95,Kolkata,East,Home Office,2026-07-21T13:08:31
O000195,2025-02-24,C0117,P090,6,4940.14,29640.84,6928.26,Pune,West,Corporate,2026-07-21T13:08:31
O000196,2026-04-09,C0193,P027,2,45602.9,91205.8,28379.58,Delhi,North,Consumer,2026-07-21T13:08:31
O000197,2025-08-15,C0309,P018,5,48589.08,242945.4,82020.6,Ahmedabad,West,Consumer,2026-07-21T13:08:31
O000198,2025-05-15,C0031,P045,2,7255.16,14510.32,2862.84,Chandigarh,North,Corporate,2026-07-21T13:08:31
O000199,2026-04-11,C0440,P072,1,50034.87,50034.87,13246.93,Chandigarh,North,Consumer,2026-07-21T13:08:31
O000200,2025-07-05,C0288,P088,6,51535.17,309211.02,72231.66,Ahmedabad,West,Home Office,2026-07-21T13:08:31
O000201,2025-05-16,C0268,P054,6,64952.37,389714.22,91272.6,Ahmedabad,West,Corporate,2026-07-21T13:08:31
O000202,2025-03-30,C0167,P025,3,66273.23,198819.69,54979.5,Chandigarh,North,Home Office,2026-07-21T13:08:31
O000203,2026-05-01,C0019,P095,1,63361.38,63361.38,17734.65,Bhopal,Central,Corporate,2026-07-21T13:08:31
O000204,2025-10-11,C0002,P078,3,84748.18,254244.54,54056.46,Pune,West,Consumer,2026-07-21T13:08:31
O000205,2025-10-17,C0142,P050,4,50189.25,200757.0,85188.56,Bhopal,Central,Corporate,2026-07-21T13:08:31
O000206,2025-08-26,C0197,P054,6,64952.37,389714.22,91272.6,Pune,West,Consumer,2026-07-21T13:08:31
O000207,2025-03-10,C0181,P014,3,27083.8,81251.4,25494.9,Bhopal,Central,Home Office,2026-07-21T13:08:31
O000208,2025-09-21,C0092,P096,1,72358.05,72358.05,29528.78,Lucknow,North,Home Office,2026-07-21T13:08:31
O000209,2025-03-31,C0418,P096,2,72358.05,144716.1,59057.56,Kolkata,East,Home Office,2026-07-21T13:08:31
O000210,2025-04-24,C0187,P056,7,79160.58,554124.06,231442.05,Hyderabad,South,Corporate,2026-07-21T13:08:31
O000211,2025-01-17,C0083,P026,7,66232.37,463626.59,191788.8,Jaipur,North,Home Office,2026-07-21T13:08:31
O000212,2026-05-17,C0191,P012,2,4613.19,9226.38,2679.26,Ahmedabad,West,Corporate,2026-07-21T13:08:31
O000213,2025-11-29,C0001,P033,7,31194.05,218358.35,78953.21,Bhopal,Central,Home Office,2026-07-21T13:08:31
O000214,2025-08-08,C0036,P047,7,68091.08,476637.56,138084.66,Kolkata,East,Home Office,2026-07-21T13:08:31
O000215,2025-04-13,C0265,P054,5,64952.37,324761.85,76060.5,Pune,West,Home Office,2026-07-21T13:08:31
O000216,2026-03-24,C0420,P099,1,83318.99,83318.99,23736.18,Bengaluru,South,Home Office,2026-07-21T13:08:31
O000217,2025-09-14,C0409,P075,3,39019.9,117059.7,38697.03,Bhopal,Central,Home Office,2026-07-21T13:08:31
O000218,2026-05-19,C0420,P001,6,55441.98,332651.88,71778.78000000003,Bengaluru,South,Home Office,2026-07-21T13:08:31
O000219,2025-01-28,C0341,P035,4,25290.75,101163.0,19606.24,Mumbai,West,Consumer,2026-07-21T13:08:31
O000220,2026-03-11,C0466,P035,1,25290.75,25290.75,4901.56,Ahmedabad,West,Corporate,2026-07-21T13:08:31
O000221,2026-02-15,C0329,P063,1,13464.38,13464.38,5521.72,Delhi,North,Home Office,2026-07-21T13:08:31
O000222,2025-04-26,C0319,P080,6,9117.15,54702.9,9859.74,Bhopal,Central,Home Office,2026-07-21T13:08:31
O000223,2025-08-28,C0106,P093,4,3489.65,13958.6,5520.88,Mumbai,West,Corporate,2026-07-21T13:08:31
O000224,2025-01-02,C0144,P064,6,79575.94,477455.64,158403.48,Lucknow,North,Corporate,2026-07-21T13:08:31
O000225,2025-06-03,C0277,P100,2,4708.17,9416.34,2670.44,Pune,West,Home Office,2026-07-21T13:08:31
O000226,2025-09-08,C0440,P007,3,26433.62,79300.86,32604.9,Chandigarh,North,Consumer,2026-07-21T13:08:31
O000227,2025-03-25,C0399,P013,4,57886.28,231545.12,79586.64,Hyderabad,South,Home Office,2026-07-21T13:08:31
